MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromMemberType;ToMemberType
Physical Energy & Power Flows;2022;1;231;231;231;FR;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;388;388;388;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;82;82;82;LV;EE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;148;148;148;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;12;12;12;AL;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;7;7;7;RO;MD;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;7;186;186;186;BG;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;46;46;46;ME;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;192;192;192;XK;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;232;232;232;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;1;1;1;GR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;30;30;30;RS;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;226;226;226;DE;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;227;227;227;UA;RO;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;1;38;38;38;RS;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;4;4;4;IT;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;526;526;526;FR;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;155;155;155;GR;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;91;91;91;BG;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;45;45;45;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;467;467;467;RO;MD;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;10;26;26;26;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;19;19;19;LT;PL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;513;513;513;EE;LV;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;338;338;338;NO;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;13;13;13;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;95;95;95;RO;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;169;169;169;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;15;15;15;RS;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;22;22;22;IT;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;4;4;4;RO;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;403;403;403;SE;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;55;55;55;XK;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;0;0;0;IT;MT;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;12;4;4;4;RU;EE;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;2;1221;1221;1221;SE;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;52;52;52;AM;GE;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;7;965;965;965;ES;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;132;132;132;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;297;297;297;NO;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;271;271;271;UA;HU;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;264;264;264;DE;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;40;40;40;RS;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;962;962;962;SK;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;145;145;145;NL;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;94;94;94;FR;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;0;0;0;AT;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;17;17;17;DE;PL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;234;234;234;DE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;10;10;10;UA;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;1;7;7;7;UA;SK;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;12;12;12;EE;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;3;33;33;33;IE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;5;5;5;XK;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;193;193;193;LT;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;65;65;65;RU;LT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;6;430;430;430;SE;LT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;216;216;216;TR;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;906;906;906;SE;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;31;31;31;RS;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;4;4;4;IT;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;1014;1014;1014;SE;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;263;263;263;BA;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;124;124;124;RS;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;RS;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;130;130;130;MK;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;200;200;200;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;21;21;21;RO;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;190;190;190;AL;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;39;39;39;XK;AL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;0;0;0;TR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;193;193;193;RU;LT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;9;23;23;23;BY;LT;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;4;539;539;539;DE;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;329;329;329;IT;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;137;137;137;BG;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;28;28;28;UA;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;9;4;4;4;RS;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;4;4;4;SE;PL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;9;9;9;GE;AZ;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;1;310;310;310;SI;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1;1;1;XK;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;30;30;30;MK;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;30;30;30;AL;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;103;103;103;SI;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;1;1;1;RS;XK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;49;49;49;GR;AL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;33;33;33;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;15;15;15;XK;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;2;2;2;TR;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;0;0;0;NO;FI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;0;0;0;HU;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;73;73;73;AT;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;2;2;2;NO;FI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;246;246;246;NO;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;27;27;27;FI;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;119;119;119;DK;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;38;38;38;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;39;39;39;MD;UA;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;4;124;124;124;IT;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;RU;FI;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;11;1;1;1;SI;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;402;402;402;PL;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1679;1679;1679;SE;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;285;285;285;NL;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;13;13;13;AL;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1;1;1;HU;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;4;4;4;CH;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;1;1;1;ME;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;0;0;0;SK;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;4;4;4;BY;UA;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;11;276;276;276;NL;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;71;71;71;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;1397;1397;1397;CH;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;33;33;33;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;341;341;341;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;0;0;0;TR;GE;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;6;112;112;112;ME;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1982;1982;1982;IT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;636;636;636;FR;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;0;0;0;MK;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;46;46;46;XK;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;770;770;770;DE;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;166;166;166;LT;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;4;0;0;0;IT;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;7;7;7;MD;RO;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;10;167;167;167;HU;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;8;388;388;388;NL;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;236;236;236;SI;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;23;23;23;LT;BY;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;9;167;167;167;RO;MD;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;3;0;0;0;AT;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;1086;1086;1086;DE;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;341;341;341;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;0;0;0;NO;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;341;341;341;SI;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;2;2;2;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;62;62;62;ME;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;116;116;116;ME;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;34;34;34;XK;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;103;103;103;UA;RO;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;11;155;155;155;RU;EE;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;11;21;21;21;RS;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;2;2;2;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;27;27;27;AT;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;172;172;172;GR;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;0;0;0;BG;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;276;276;276;NO;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;444;444;444;AZ;GE;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;8;151;151;151;MD;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;125;125;125;NL;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;306;306;306;GB;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;1;1;1;CZ;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;25;25;25;CH;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;28;28;28;FR;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;160;160;160;IT;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;189;189;189;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;536;536;536;SI;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;217;217;217;RU;EE;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;2;40;40;40;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;799;799;799;DK;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;0;0;0;TR;GE;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;12;1331;1331;1331;DE;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;59;59;59;DE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;135;135;135;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;65;65;65;AL;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;1499;1499;1499;SE;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;160;160;160;AT;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;12;12;12;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;450;450;450;LT;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;15;15;15;LV;LT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;13;13;13;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;383;383;383;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;1133;1133;1133;CZ;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;55;55;55;ME;AL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;264;264;264;UA;HU;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;3;0;0;0;GE;TR;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;407;407;407;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;6;6;6;DE;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;27;27;27;DE;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;250;250;250;FR;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;41;41;41;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;20;20;20;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;1;1;1;ES;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;0;0;0;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;179;179;179;MD;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;11;106;106;106;IE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;8;8;8;BG;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;240;240;240;FR;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;253;253;253;TR;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;6;6;6;XK;AL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;9;9;9;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;469;469;469;DE;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;0;0;0;IT;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;797;797;797;FR;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;4;4;4;GR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;3;3;3;AT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;2;2;2;SI;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;60;60;60;PL;LT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;98;98;98;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;172;172;172;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;0;0;0;BG;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;31;31;31;AL;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;2;2;2;SI;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;44;44;44;FI;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;376;376;376;SE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;385;385;385;DK;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;95;95;95;BG;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;11;11;11;DK;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;206;206;206;DK;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;488;488;488;GB;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;1;1;1;RS;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;186;186;186;DK;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;38;38;38;GR;AL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;220;220;220;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;432;432;432;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;167;167;167;XK;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;781;781;781;AT;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;64;64;64;SI;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;219;219;219;GB;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;198;198;198;ME;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;326;326;326;AT;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;0;0;0;IT;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;368;368;368;BG;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;2;2;2;UA;HU;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;9;271;271;271;SE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;0;0;0;PL;SK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;151;151;151;RS;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;244;244;244;HU;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;2;2;2;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;127;127;127;NL;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;13;13;13;MK;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;181;181;181;MK;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1444;1444;1444;IT;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;2;2;2;TR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;2;2;2;RO;MD;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;11;65;65;65;ME;AL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;462;462;462;FR;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;466;466;466;IT;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;440;440;440;SE;LT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;245;245;245;ME;AL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;207;207;207;DE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;47;47;47;GR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;105;105;105;UA;PL;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;6;0;0;0;MT;IT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;9;146;146;146;SE;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;213;213;213;UA;HU;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;1;247;247;247;FR;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;37;37;37;LV;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;7;2;2;2;IT;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;64;64;64;GE;AM;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;9;13;13;13;SI;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1840;1840;1840;CH;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;615;615;615;FI;EE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;137;137;137;IT;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;516;516;516;CH;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;1059;1059;1059;AT;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;205;205;205;LU;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1086;1086;1086;SE;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;0;0;0;RU;FI;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;4;8;8;8;UA;MD;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;4;479;479;479;SE;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;3;3;3;SE;LT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;145;145;145;DK;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;125;125;125;GR;AL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;14;14;14;XK;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;353;353;353;GE;TR;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;293;293;293;FR;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;40;40;40;RS;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;92;92;92;UA;PL;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;133;133;133;UA;SK;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;9;133;133;133;RU;LV;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;10;167;167;167;UA;HU;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;8;352;352;352;AZ;GE;Monthly Value;Export;Harmonized;NaM;NaM
